股票代码,股票名称,当前价,涨跌额,涨跌幅/%,年初至今/%,成交量,成交额,换手率/%,市盈率TTM,股息率/%,市值
SH603358,华达科技,17.6,-0.14,-0.79,20.97,190736,3369066,0.06,33.409,1.681,5519360000
SH603177,德创环保,9.17,-0.1,-1.08,-9.57,366000,3364603,0.18,-153.672,0,1852340000
SH600615,丰华股份,8.37,-0.12,-1.41,-26.84,398800,3340557,0.21,47.404,0,1573731652
SH600113,浙江东日,6.47,-0.03,-0.46,-9.07,512600,3325577,0.12,21.472,0.775,2661959605
SH600698,ST天雁,2.39,0.02,0.84,-18.15,1379500,3314017,0.19,208.18,0,2543939976
SH600692,亚通股份,6.65,-0.03,-0.45,4.07,497800,3311627,0.2,144.784,0,2339231026
SH603928,兴业股份,12.51,-0.08,-0.64,3.44,264900,3310583,0.13,18.729,1.581,2522016000
SH603926,铁流股份,13.12,-0.08,-0.61,12.52,251130,3298958,0.16,17.255,2.259,2102186112
SH600096,云天化,5.09,-0.03,-0.59,-3.96,645000,3287630,0.05,1948.825,0,7257915178
SH603036,如通股份,9.23,-0.07,-0.75,-12.68,353300,3271809,0.17,27.692,1.29,1901684590
SH600679,上海凤凰,12.87,-0.18,-1.38,4.29,250800,3244056,0.11,99.987,0,5176300448
SH600462,*ST九有,2.52,-0.03,-1.18,53.66,1269800,3242776,0.24,-32.878,0,1345125600
SH603817,海峡环保,6.47,-0.01,-0.15,-3.15,498900,3238026,0.11,21.732,0.895,2911534252
SH600871,石化油服,1.84,-0.01,-0.54,-18.58,1752600,3233560,0.01,49.682,0,34931185661
SH600817,ST宏盛,11.42,-0.04,-0.35,57.08,280900,3213681,0.18,-1149.843,0,1837593136
SH600281,太化股份,4.1,0,0,-0.49,778200,3193225,0.15,28.298,0,2109048302
SH600117,西宁特钢,3.26,-0.02,-0.61,-8.68,974600,3181246,0.09,55.822,0,3407085502
SH603709,中源家居,24.89,-0.22,-0.88,-0.27,127600,3180349,0.64,104.948,0.919,1991200000
SH603607,京华激光,14.72,-0.13,-0.88,-5.07,215640,3176376,0.32,24.471,1.443,2627767296
SH600774,汉商集团,12.17,0.01,0.08,9.05,258600,3140274,0.11,-92.022,0,2761957184
SH600647,同达创业,14.69,-0.19,-1.28,7.62,213256,3133950,0.15,-724.85,0,2044018750
SH603086,先达股份,17.4,-0.02,-0.11,-1.06,180672,3131313,0.12,15.898,1.213,2757726000
SH600382,广东明珠,5.16,0,0,-3.17,608366,3131293,0.08,10.866,0.893,4070898485
SH600613,神奇制药,6.94,-0.03,-0.43,-3.88,449000,3118162,0.09,66.86,0,3706457098
SH600098,广州发展,5.83,-0.05,-0.85,-10.1,529900,3101443,0.02,18.13,0.845,15893725933
SH600097,开创国际,9.67,0,0,-1.28,321899,3101054,0.14,13.428,0.827,2329856526
SH600815,*ST厦工,2.36,-0.03,-1.26,-18.34,1294700,3080520,0.07,-5.014,0,4186862973
SH600629,华建集团,8.79,-0.08,-0.9,2.5,349124,3061825,0.07,16.031,1.348,4695205204
SH600310,桂东电力,4.04,-0.01,-0.25,-4.35,751200,3032540,0.09,-52.794,1.493,3344211000
SH603023,威帝股份,4.78,-0.01,-0.21,20.1,631606,3025916,0.11,147.497,1.663,2686741477
SH603023,威帝股份,4.78,-0.01,-0.21,20.1,631606,3025916,0.11,147.497,1.663,2686741477
SH600229,城市传媒,7.33,-0.05,-0.68,5.87,411800,3023097,0.06,14.486,2.71,5146363753
SH600724,宁波富达,3.92,-0.06,-1.51,10.78,767800,3022502,0.05,15.861,6.784,5665344998
SH601177,杭齿前进,8.38,-0.08,-0.95,-10.34,358900,3021220,0.09,60.017,0.236,3352502800
SH603289,泰瑞机器,9.03,-0.07,-0.77,-0.07,333000,3004459,0.24,27.119,2.198,2409204000
SH600824,益民集团,4.07,-0.03,-0.73,18.92,732780,2985727,0.07,286.9,0.611,4289890187
SH600769,祥龙电业,6.01,-0.02,-0.33,8.29,495201,2983108,0.13,645.456,0,2253612972
SH600784,鲁银投资,5.39,-0.07,-1.28,2.99,551154,2978808,0.1,35.404,0.147,3062478590
SH600101,明星电力,5.94,-0.04,-0.67,-13.99,490950,2923336,0.12,26.854,0.838,2503310060
SH603101,汇嘉时代,5.72,-0.08,-1.38,-10.53,508992,2920218,0.11,142.697,0,2690688000
SH603648,畅联股份,9.09,0.01,0.11,-7.13,320900,2913169,0.09,28.758,1.978,3351180303
SH600576,祥源文化,4.04,-0.05,-1.22,-17.38,719300,2910722,0.12,-2.843,0,2502385732
SH600828,茂业商业,4.09,-0.05,-1.21,-6.27,708500,2909122,0.04,8.24,7.282,7083808613
SH600805,悦达投资,4.17,-0.02,-0.48,-17.75,697700,2908944,0.08,-8.044,0,3548230040
SH600272,开开实业,8.05,-0.1,-1.23,6.14,358500,2899227,0.22,135.517,0.344,1956150000
SH600746,江苏索普,6.15,-0.05,-0.81,-14.7,468847,2895491,0.15,1609.291,0,6447342045
SH600311,*ST荣华,1.78,-0.02,-1.11,-47.49,1607902,2865894,0.24,-17.128,0,1184768000
SH600814,杭州解百,6.13,-0.05,-0.81,22.11,463700,2851792,0.06,20.36,1.613,4383114027
SH600236,桂冠电力,4.77,-0.02,-0.42,1.98,595920,2848839,0.01,20.108,3.975,37598942116
SH600035,楚天高速,2.92,-0.02,-0.68,-9.93,972800,2848024,0.06,12.807,5.742,4701538431
SH600683,京投发展,4.28,-0.04,-0.93,-5.52,661400,2838471,0.09,31.956,0,3170528115
SH600279,重庆港九,3.84,0,0,-15.43,737800,2836129,0.11,31.852,1.302,4557566527
SH600551,时代出版,8.22,-0.1,-1.2,0.24,341200,2820612,0.07,22.369,0,4157883933
SH600870,ST厦华,2.95,-0.01,-0.34,-1.01,946600,2818833,0.18,-1632.079,0,1543439012
SH601512,中新集团,11.38,-0.04,-0.35,-16.58,246800,2810300,0.16,18.796,1.923,17057368200
SH600320,振华重工,2.99,-0.01,-0.33,-16.33,937868,2809557,0.03,50.954,1.667,15752376968
SH603519,立霸股份,13.65,-0.03,-0.22,-0.35,205300,2804254,0.09,28.539,2.185,3029479171
SH603518,锦泓集团,6.72,-0.01,-0.15,-4.95,414780,2799322,0.17,20.842,0,1696101469
SH600387,海越能源,6.83,-0.05,-0.73,-17.71,408700,2796729,0.11,32.873,0,3222219589
SH601515,东风股份,6.18,-0.05,-0.8,-6.16,450800,2794662,0.03,26.665,2.396,8246628592
SH600149,ST坊展,4.86,-0.05,-1.02,-9.16,572802,2789455,0.15,907.618,0,1847577600
SH600354,*ST敦种,3.89,-0.01,-0.26,-25.05,716700,2786327,0.14,-17.143,0,2053150091
SH603286,日盈电子,16.98,-0.02,-0.12,9.33,162300,2760631,0.18,62.082,0.355,1495530480
SH600377,宁沪高速,9.45,-0.01,-0.11,-11.79,289235,2734834,0.01,19.826,4.868,47606713875
SH600099,林海股份,6.95,-0.09,-1.28,5.24,391000,2727976,0.18,317.784,0.568,1522884000
SH600192,长城电工,5.11,-0.04,-0.78,-0.45,530600,2715867,0.12,190.061,0.117,2257332280
SH600666,ST瑞德,1.38,-0.02,-1.43,-37.27,1959100,2698479,0.24,152.927,0,1693710211
SH603685,晨丰科技,13.58,-0.18,-1.31,4.76,197700,2697859,0.34,24.118,2.172,2295020000
SH603088,宁波精达,8.76,-0.09,-1.02,42.55,305223,2683325,0.14,26.608,3.067,1922995200
SH603580,艾艾精工,13.38,-0.11,-0.82,6.98,198896,2679066,0.15,48.094,0.608,1748407416
SH603266,天龙股份,11.7,-0.06,-0.51,2.26,228720,2678936,0.12,30.552,0.596,2327889798
SH601158,重庆水务,5.26,-0.02,-0.38,-1.33,506695,2668933,0.01,15.643,4.867,25248000000
SH600012,皖通高速,5.27,-0.01,-0.19,-6.61,496200,2611945,0.04,13.232,4.356,8740874700
SH600706,曲江文旅,7.5,-0.07,-0.92,-14.87,347820,2611791,0.16,-12.42,0.225,1615587075
SH603998,方盛制药,6.6,-0.06,-0.9,-19,390800,2586607,0.09,44.81,1.814,2834236152
SH600548,深高速,8.88,-0.03,-0.34,-18.61,289244,2567478,0.02,20.05,5.869,19365240495
SH603339,四方科技,9.67,-0.07,-0.72,6.98,264392,2566871,0.09,24.359,1.31,2992296162
SH600322,天房发展,2.61,-0.03,-1.14,-13,982100,2565005,0.09,-31.124,0,2885877000
SH600829,人民同泰,7.38,-0.01,-0.14,8.21,347800,2558226,0.06,20.631,0,4279577846
SH600847,万里股份,10.64,-0.13,-1.21,-4.49,239400,2553340,0.16,124.34,0,1630977936
SH600403,大有能源,3.77,-0.02,-0.53,-7.83,673200,2536277,0.03,126.641,0.256,9013362756
SH600289,*ST信通,4.18,-0.02,-0.48,18.41,602400,2525499,0.11,1.759,0,2637797648
SH603006,联明股份,11.26,0,0,3.52,221300,2501590,0.12,33.575,1.078,2151540374
SH600231,凌钢股份,2.22,-0.02,-0.89,-17.75,1123450,2501435,0.04,30.825,2.188,6151803689
SH603955,大千生态,16.96,0.02,0.12,8.93,146240,2480942,0.13,23.225,2.952,2301811200
SH600302,标准股份,4.58,-0.05,-1.08,-9.13,538200,2477448,0.16,-14.249,0,1584724902
SH603038,华立股份,10.66,-0.12,-1.11,3.83,231695,2475023,0.13,48.136,1.534,1963201107
SH605111,新洁能,50.8,4.62,10,155.15,48405,2458974,0.19,44.274,0.39,5140960000
SH605358,立昂微,35.82,3.26,10.01,628.05,68093,2439091,0.17,115.217,,14348775600
SH600681,百川能源,5.35,-0.03,-0.56,-14.93,453680,2432801,0.03,14.163,7.9,7718660658
SH600248,延长化建,4.11,-0.01,-0.24,-6.16,584100,2415200,0.09,19.842,0.482,3772785482
SH600687,*ST刚泰,1.24,-0.02,-1.59,-28.74,1935480,2412832,0.13,-0.562,0,1846006977
SH603585,苏利股份,17.85,-0.09,-0.5,-12.24,134735,2411528,0.07,14.728,3.354,3213000000
SH600368,五洲交通,3.5,-0.02,-0.57,-20.95,688000,2410894,0.06,23.929,2.279,3939712238
SH600173,卧龙地产,5.02,-0.08,-1.57,-0.46,477200,2404533,0.07,8.469,2.941,3519613585
SH603096,新经典,50.57,-0.3,-0.59,-7.41,47500,2403223,0.03,27.908,1.465,6884852650
SH603527,众源新材,9.22,-0.09,-0.97,10.86,259620,2400644,0.11,28.576,1.697,2248057280
SH600768,宁波富邦,10.04,-0.05,-0.5,-18.04,237500,2392763,0.18,-159.656,0,1342821888
SH600785,新华百货,16.27,-0.19,-1.15,9.69,144400,2350429,0.06,54.506,1.219,3671020926
SH600800,天津磁卡,4.63,-0.02,-0.43,-16.43,507600,2349489,0.08,-25.824,0,4641141012
SH600578,京能电力,3.07,0,0,2.11,758201,2335340,0.01,13.638,3.909,20712474783
SH600982,宁波热电,2.93,0,0,-1.41,792700,2319440,0.11,24.385,1.659,3275060858
SH603798,康普顿,10.95,-0.06,-0.54,-20.15,210500,2312121,0.11,26.541,0.452,2190000000
SH600182,S佳通,14.03,-0.06,-0.43,-13.03,163201,2297225,0.1,70.023,0.559,4770200000
SH601113,ST华鼎,3.36,0,0,-1.75,681400,2289316,0.08,-2.779,0,3835376405
SH600232,金鹰股份,5.81,-0.02,-0.34,-6.58,391900,2284314,0.11,67.078,3.431,2119014741
SH603099,长白山,8.26,-0.05,-0.6,-16.49,272200,2255890,0.1,53.742,0.517,2202694200
SH603843,正平股份,4.48,-0.04,-0.88,-3.91,499220,2245493,0.09,34.113,0.445,2508818816
SH600644,乐山电力,5.35,-0.04,-0.74,-4.29,415500,2226857,0.08,39.023,0,2880443526
SH603779,ST威龙,5.63,0.09,1.62,-6.32,395545,2209026,0.13,-9.966,0,1873377737
SH600086,*ST金钰,1.06,-0.02,-1.85,-61.73,2058200,2204950,0.19,-0.778,0,1431000000
SH600033,福建高速,2.69,-0.02,-0.74,-10.79,815600,2201510,0.03,18.885,1.845,7382436000
SH603001,奥康国际,8.13,-0.05,-0.61,-3.62,269700,2196565,0.07,-60.55,6.112,3259967400
SH600697,欧亚集团,15.89,-0.19,-1.18,-8.42,136800,2178519,0.09,21.711,2.488,2527909512
SH600844,丹化科技,2.95,-0.02,-0.67,-40.4,734800,2172360,0.09,-6.592,0,2998746508
SH600979,广安爱众,3.27,-0.03,-0.91,2.22,658731,2161943,0.05,20.519,0.699,4029489513
SH600652,ST游久,2.08,-0.04,-1.89,-10.34,1022000,2141405,0.12,102.422,0,1732023276
SH600798,宁波海运,3.02,-0.03,-0.98,-13.44,701000,2124817,0.07,70.404,1.974,3643733287
SH600469,风神股份,4.84,-0.03,-0.62,-0.56,435051,2109140,0.08,18.15,1.022,2722079994
SH603021,山东华鹏,6.15,-0.03,-0.49,-25.81,341040,2093260,0.11,-23.692,0,1967680631
SH603029,天鹅股份,15.43,-0.26,-1.66,6.32,134492,2091120,0.14,97.401,0.631,1440236200
SH603980,吉华集团,7.01,0.01,0.14,-9.43,297840,2088838,0.04,27.496,6.429,4907000000
SH603768,常青股份,16.54,-0.04,-0.24,51.94,126400,2085904,0.06,226.01,0.223,3374160000
SH600444,国机通用,10.43,-0.08,-0.76,0.46,198900,2080064,0.14,29.333,1.419,1527180751
SH600851,海欣股份,7.75,-0.01,-0.13,-3.28,264101,2050563,0.04,74.177,0.387,9354689363
SH600379,宝光股份,5.9,-0.02,-0.34,3.88,338921,2010913,0.1,52.942,1.277,1948189228
SH600082,海泰发展,3.43,-0.02,-0.58,-14.68,584600,2007001,0.09,-116.554,0,2216177283
SH600654,ST中安,1.65,0,0,-13.16,1214579,1986136,0.16,28.017,0,2116984637
SH600691,阳煤化工,2.04,-0.01,-0.49,-2.86,971600,1984410,0.06,-4.17,0,4847003182
SH601188,龙江交通,2.78,-0.04,-1.42,-2.85,709601,1978649,0.05,16.569,5.674,3658142427
SH603958,哈森股份,7.2,-0.04,-0.55,-2.32,268000,1938986,0.12,-68.731,0.414,1564992000
SH600599,*ST熊猫,5.33,-0.05,-0.93,-49.33,362900,1935625,0.22,-13.928,0,884780000
SH603667,五洲新春,8.32,-0.04,-0.48,-11.04,231700,1933972,0.09,34.438,2.033,2432173062
SH600853,龙建股份,3.23,-0.02,-0.62,2.49,592800,1917348,0.08,12.233,0.923,2704859995
SH603861,白云电器,8.44,-0.06,-0.71,-2.03,225500,1914063,0.05,38.457,1.324,3728957053
SH603139,康惠制药,19.09,-0.02,-0.1,11.34,100200,1911081,0.1,47.888,0.45,1906709200
SH600145,*ST新亿,1.6,-0.03,-1.84,-43.86,1172985,1885928,0.08,129.058,0,2385760608
SH600122,*ST宏图,1.24,0,0,-53.21,1507300,1874453,0.13,-0.516,0,1436240354
SH600634,*ST富控,1.07,0.01,0.94,-31.85,1731078,1843406,0.3,0.193,0,616033327
SH600209,ST罗顿,5.2,0.01,0.19,60,352220,1834469,0.08,-51.918,0,2282858079
SH600287,江苏舜天,5.77,0,0,-2.76,314200,1811838,0.07,19.008,1.56,2520313347
SH600190,锦州港,2.96,-0.01,-0.34,-2.63,610100,1809183,0.03,34.534,0.673,5926782840
SH603116,红蜻蜓,7.22,0,0,8.34,243891,1764407,0.04,70.569,2.532,4160169776
SH600605,汇通能源,12.46,-0.13,-1.03,12.48,140871,1760065,0.1,34.294,0.397,1835913616
SH600408,ST安泰,1.77,-0.01,-0.56,-25.63,979800,1734943,0.1,4.518,0,1782036000
SH603963,大理药业,8.53,-0.05,-0.58,-1.87,201715,1722200,0.09,1031.184,0,1874041000
SH600202,哈空调,4.42,-0.05,-1.12,-8.66,379701,1684112,0.1,38.117,0.893,1694365770
SH600539,ST狮头,7.46,0.11,1.5,9.87,226911,1682644,0.1,-83.042,0,1715800000
SH603616,韩建河山,6.75,-0.04,-0.59,-18.08,247100,1672980,0.08,-16.431,0,1980180000
SH600193,ST创兴,4.58,-0.07,-1.51,18.35,362100,1661503,0.09,79.75,0,1948208340
SH600856,*ST中天,1.51,-0.01,-0.66,-39.84,1090900,1654488,0.08,-0.645,0,2063648112
SH603680,今创集团,11.04,-0.02,-0.18,7.37,149125,1651938,0.06,22.981,1.447,8731231517
SH601368,绿城水务,5.48,-0.02,-0.36,-4.65,300000,1647772,0.03,22.996,1.636,4838692462
SH603331,百达精工,10.71,-0.04,-0.37,-6.98,150000,1604845,0.08,39.12,1.568,1916574849
SH600530,*ST交昂,2.84,-0.02,-0.7,-42.28,558150,1586025,0.07,-18.457,0,2215200000
SH603278,大业股份,8.57,-0.04,-0.46,-9.17,184400,1584302,0.15,35.359,1.858,2484731595
SH603157,*ST拉夏,2.13,-0.03,-1.39,-62.63,740400,1577569,0.51,-0.498,0,1166540597
SH603676,卫信康,10.73,-0.03,-0.28,1.57,141800,1519368,0.03,95.376,0.419,4538790000
SH600939,重庆建工,3.96,-0.04,-1,-16.1,381700,1513190,0.02,42.211,1.9,7185502328
SH600569,安阳钢铁,2.09,-0.01,-0.48,-16.21,720000,1507233,0.03,-17.958,2.381,6003360697
SH603269,海鸥股份,13.38,-0.09,-0.67,7.86,111650,1496606,0.1,40.338,1.199,1505502427
SH600265,ST景谷,19.22,-0.12,-0.62,-20.48,77000,1483552,0.06,-719.397,0,2494756000
SH600780,通宝能源,3.4,-0.01,-0.29,-1.19,428600,1457459,0.04,18.307,2.346,3898108578
SH600936,广西广电,3.87,-0.02,-0.51,1.29,371600,1439121,0.02,343.351,0.514,6466871545
SH600767,ST运盛,3.56,-0.04,-1.11,-25.37,403350,1438242,0.12,-19.137,0,1213996248
SH600665,天地源,3.59,0.01,0.28,0.78,397701,1429206,0.05,9.864,4.134,3102199850
SH600358,*ST联合,3.02,-0.02,-0.66,-28.1,465100,1404863,0.09,-8.64,0,1524908713
SH600898,*ST美讯,6.19,0.01,0.16,-21.25,205500,1269811,0.08,-1.779,0,1563122446
SH600280,*ST中商,1.79,0,0,-35.61,704700,1264376,0.06,-3.227,0,2055519421
SH600793,宜宾纸业,10.97,-0.1,-0.9,-4.79,114240,1255315,0.06,-29.359,0,1940636902
SH600247,*ST成城,1.88,0.01,0.53,-48.63,667605,1245759,0.2,-7.131,0,632510208
SH603822,嘉澳环保,25.07,-0.1,-0.4,-7.24,49200,1234312,0.07,36.005,1.013,1839047681
SH601518,吉林高速,2.37,-0.01,-0.42,-10.23,515400,1227035,0.04,97.077,0,3200436437
SH600714,金瑞矿业,5.75,-0.05,-0.86,-1.03,203820,1175631,0.07,-143.205,0,1657013570
SH603813,原尚股份,18.49,0.05,0.27,-1.16,63110,1168247,0.07,43.526,1.271,1641579180
SH601226,华电重工,3.97,0,0,-5.69,278800,1107518,0.02,149.217,0.756,4585350000
SH600241,*ST时万,3.79,0,0,-25.39,287080,1086549,0.11,-4.01,0,1115405016
SH603996,*ST中新,3.23,0.02,0.62,-35.79,333600,1077924,0.11,-0.458,0,969484500
SH600721,ST百花,4.95,-0.01,-0.2,-22.66,215600,1070954,0.06,-46.708,0,1856915057
SH600716,凤凰股份,4.01,0,0,-1.55,264000,1061169,0.03,75.586,2.494,3753602966
SH600301,ST南化,6.47,-0.04,-0.61,-5.96,151300,981015,0.06,199.983,0,1521408466
SH603389,*ST亚振,3.9,-0.03,-0.76,-33.22,243360,952588,0.09,-9.2,0,1024732800
SH600857,宁波中百,9.34,-0.02,-0.21,1.41,95300,890212,0.04,90.935,0,2095148043
SH600423,ST柳化,3.01,0.01,0.33,-9.61,290000,875791,0.04,-1.469,0,2404072028
SH600892,*ST大晟,2.89,-0.02,-0.69,-49.39,301400,868077,0.06,-3.121,0,1616851503
SH600212,*ST江泉,3.01,-0.02,-0.66,-27.12,284200,855199,0.06,-7.712,0,1540208611
SH600843,上工申贝,6.59,-0.04,-0.6,-14.3,121900,804138,0.04,101.781,0,3615205464
SH600091,ST明科,2.58,-0.02,-0.77,-30.83,300200,778045,0.07,64.599,0,1128524312
SH603188,ST亚邦,5.51,-0.03,-0.54,-16.26,132300,730493,0.02,-7.253,0,3173760000
SH600661,昂立教育,15.38,-0.1,-0.65,-10.43,46700,720064,0.02,-58.313,0,4407121005
SH600084,ST中葡,2.33,0,0,-10.38,307500,716087,0.03,-143.4,0,2618283514
SH600860,*ST京城,4,-0.01,-0.25,-33.33,168200,674620,0.05,-16.405,0,1940000000
SH600215,*ST经开,5.15,-0.02,-0.39,-20.77,110000,567619,0.02,70.503,0.967,2394919332
SH600238,ST椰岛,4.59,-0.03,-0.65,-22.47,108501,499963,0.02,-8.814,0,2057238000
SH600385,ST金泰,6.46,-0.06,-0.92,-17.39,73500,476204,0.05,-268.017,0,956772176
SH600725,ST云维,2.03,0,0,-22.22,233580,472810,0.02,140.278,0,2501914100
SH600234,ST山水,9.06,0.02,0.22,0.55,47700,430455,0.02,124.159,0,1834159673
SH600696,ST岩石,8.34,-0.02,-0.24,-35.15,38501,321496,0.01,305.086,0,2789475055
SH600608,ST沪科,4.39,0.01,0.23,-3.3,70200,307487,0.02,299.29,0,1443701726
SH600112,ST天成,1.68,-0.01,-0.59,-20,132700,223507,0.03,-0.999,0,855464141
SH600243,*ST海华,2.79,-0.01,-0.36,-36.45,49300,137244,0.01,-3.23,0,1224391500
SH600766,园城黄金,7.23,0,0,-2.95,,,,174.193,0,1621159923
SH600068,葛洲坝,6.09,0,0,-6.68,,,,6.264,2.562,28043094439
SH600485,*ST信威,1.39,,,,,,,,0,4064002467
SH600891,*ST秋林,1.19,,,,,,,,0,734927106
SH600701,*ST工新,1.17,,,,,,,,0,1210640205
SH600614,*ST鹏起,0.74,,,,,,,,0,1297052581
SH600677,*ST航通,3.01,,,,,,,,0,1570593017
